Title,Link,Discussão | Conclusão
Draft Genome Sequences of Acinetobacter and Bacillus Strains Isolated from Spacecraft-Associated Surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805884/,ERRO ao processar o XML para PMC5805884: prefix 'ns' not found in prefix map
KatharoSeq enables high-throughput microbiome analysis from low-biomass samples,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5864415/,ERRO ao processar o XML para PMC5864415: prefix 'ns' not found in prefix map
Draft genome sequence of a clinical isolate of Fusarium fujikuroi isolated from a male patient with acute myeloid leukemia.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6013642/,ERRO ao processar o XML para PMC6013642: prefix 'ns' not found in prefix map
"Draft Genome Sequence of Solibacillus kalamii, Isolated from an Air Filter Aboard the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5578834/,ERRO ao processar o XML para PMC5578834: prefix 'ns' not found in prefix map
Detection of antimicrobial resistance genes associated with the International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,ERRO ao processar o XML para PMC9241228: prefix 'ns' not found in prefix map
Draft genome sequences of two Fusarium oxysporum isolates cultured from infected Zinnia hybrida plants grown on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5958250/,ERRO ao processar o XML para PMC5958250: prefix 'ns' not found in prefix map
Characterization of Aspergillus niger Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326050/,ERRO ao processar o XML para PMC7326050: prefix 'ns' not found in prefix map
Multi-drug resistant Enterobacter bugandensis species isolated from the International Space Station and comparative genomic analyses with human pathogenic strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6251167/,ERRO ao processar o XML para PMC6251167: prefix 'ns' not found in prefix map
Succession and persistence of microbial communities and antimicrobial resistance genes associated with International Space Station environmental surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6280456/,ERRO ao processar o XML para PMC6280456: prefix 'ns' not found in prefix map
"International Space Station conditions alter genomics, proteomics, and metabolomics in Aspergillus nidulans.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9098231/,ERRO ao processar o XML para PMC9098231: prefix 'ns' not found in prefix map
Proteomic characterization of Aspergillus fumigatus isolated from air and surfaces of the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9116463/,ERRO ao processar o XML para PMC9116463: prefix 'ns' not found in prefix map
Genomic Characterization and Virulence Potential of Two Fusarium oxysporum Isolates Cultured from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6426649/,ERRO ao processar o XML para PMC6426649: prefix 'ns' not found in prefix map
Characterization of the total and viable bacterial and fungal communities associated with the International Space Station surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6452512/,ERRO ao processar o XML para PMC6452512: prefix 'ns' not found in prefix map
Proteomic and Metabolomic Characteristics of Extremophilic Fungi Under Simulated Mars Conditions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6529585/,ERRO ao processar o XML para PMC6529585: prefix 'ns' not found in prefix map
MetaMiner: A Scalable Peptidogenomics Approach for Discovery of Ribosomal Peptide Natural Products with Blind Modifications from Microbial Communities,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6952069/,ERRO ao processar o XML para PMC6952069: prefix 'ns' not found in prefix map
Draft Genome Sequences of Sphingomonas Species Associated with the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7303416/,ERRO ao processar o XML para PMC7303416: prefix 'ns' not found in prefix map
Draft Genome Sequences of Tremellomycetes Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7317102/,ERRO ao processar o XML para PMC7317102: prefix 'ns' not found in prefix map
Draft Genome Sequences of Rhodotorula mucilaginosa Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7393961/,ERRO ao processar o XML para PMC7393961: prefix 'ns' not found in prefix map
Draft Genome Sequences of Enterobacteriales Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7484075/,ERRO ao processar o XML para PMC7484075: prefix 'ns' not found in prefix map
Draft Genome Sequences of Lactobacillales Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7516158/,ERRO ao processar o XML para PMC7516158: prefix 'ns' not found in prefix map
Draft Genome Sequences of Klebsiella Species Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7561690/,ERRO ao processar o XML para PMC7561690: prefix 'ns' not found in prefix map
Draft Genome Sequences of Bacillaceae Strains Isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7595942/,ERRO ao processar o XML para PMC7595942: prefix 'ns' not found in prefix map
Assessing the risk of transfer of microorganisms at the International Space Station due to cargo delivery by commercial resupply vehicles,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7677455/,ERRO ao processar o XML para PMC7677455: prefix 'ns' not found in prefix map
"Methylobacterium ajmalii sp. nov., isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8005752/,ERRO ao processar o XML para PMC8005752: prefix 'ns' not found in prefix map
Draft Genome Sequences of Aspergillus and Penicillium Species Isolated from the International Space Station and Crew Resupply Vehicle Capsule,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104057/,ERRO ao processar o XML para PMC8104057: prefix 'ns' not found in prefix map
Advances in Space Microbiology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034939/,ERRO ao processar o XML para PMC12034939: prefix 'ns' not found in prefix map
Effects of simulated microgravity on the proteome and secretome of the polyextremotolerant black fungus Knufia chersonesos.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012687/,ERRO ao processar o XML para PMC8012687: prefix 'ns' not found in prefix map
Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8086211/,ERRO ao processar o XML para PMC8086211: prefix 'ns' not found in prefix map
Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8211661/,ERRO ao processar o XML para PMC8211661: prefix 'ns' not found in prefix map
Investigation of Spaceflight Induced Changes to Astronaut Microbiomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11988970/,ERRO ao processar o XML para PMC11988970: prefix 'ns' not found in prefix map
Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754149/,ERRO ao processar o XML para PMC8754149: prefix 'ns' not found in prefix map
"Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8875396/,ERRO ao processar o XML para PMC8875396: prefix 'ns' not found in prefix map
Metabolic modeling of the International Space Station microbiome reveals key microbial interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9258157/,ERRO ao processar o XML para PMC9258157: prefix 'ns' not found in prefix map
"Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9503880/,ERRO ao processar o XML para PMC9503880: prefix 'ns' not found in prefix map
Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9743659/,ERRO ao processar o XML para PMC9743659: prefix 'ns' not found in prefix map
Characterization of metagenome-assembled genomes from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,ERRO ao processar o XML para PMC10233975: prefix 'ns' not found in prefix map
Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,ERRO ao processar o XML para PMC10308117: prefix 'ns' not found in prefix map
Genomic analysis reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10715203/,ERRO ao processar o XML para PMC10715203: prefix 'ns' not found in prefix map
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,ERRO ao processar o XML para PMC10628120: prefix 'ns' not found in prefix map
"Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10960378/,ERRO ao processar o XML para PMC10960378: prefix 'ns' not found in prefix map
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,ERRO ao processar o XML para PMC10628120: prefix 'ns' not found in prefix map
Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,ERRO ao processar o XML para PMC11451251: prefix 'ns' not found in prefix map
Spatial regulation of a common precursor from two distinct genes generates metabolite diversity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5523082/,ERRO ao processar o XML para PMC5523082: prefix 'ns' not found in prefix map
Recent advances in the genome mining of Aspergillus secondary metabolites (covering 2012‚Äì2018).,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6590338/,ERRO ao processar o XML para PMC6590338: prefix 'ns' not found in prefix map
Cortical thinning and structural bone changes in non-human primates after single-fraction whole-chest irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6036641/,ERRO ao processar o XML para PMC6036641: prefix 'ns' not found in prefix map
Knee and Hip Joint Cartilage Damage from Combined Spaceflight Hazards of Low-Dose Radiation Less than 1 Gy and Prolonged Hindlimb Unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6599637/,ERRO ao processar o XML para PMC6599637: prefix 'ns' not found in prefix map
The individual and combined effects of spaceflight radiation and microgravity on biologic systems and functional outcomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8274610/,ERRO ao processar o XML para PMC8274610: prefix 'ns' not found in prefix map
Spaceflight and hind limb unloading induces an arthritic phenotype in knee articular cartilage and menisci of rodents,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8131644/,ERRO ao processar o XML para PMC8131644: prefix 'ns' not found in prefix map
Œ±Klotho decreases after reduced weight-bearing from both spaceflight and hindlimb unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9163032/,ERRO ao processar o XML para PMC9163032: prefix 'ns' not found in prefix map
Prolonged exposure to particulate chromate inhibits RAD51 nuclear import mediator proteins.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5568470/,ERRO ao processar o XML para PMC5568470: prefix 'ns' not found in prefix map
"Transcriptomics, NF-Œ∫B Pathway, and Their Potential Spaceflight-Related Health Consequences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5485990/,ERRO ao processar o XML para PMC5485990: prefix 'ns' not found in prefix map
Interplay of space radiation and microgravity in DNA damage and DNA damage response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460239/,ERRO ao processar o XML para PMC5460239: prefix 'ns' not found in prefix map
"Synergistic Effects of Weightlessness, Isoproterenol, and Radiation on DNA Damage Response and Cytokine Production in Immune Cells",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6275019/,ERRO ao processar o XML para PMC6275019: prefix 'ns' not found in prefix map
Transcriptome and proteome responses in RNAlater preserved tissue of Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5397022/,ERRO ao processar o XML para PMC5397022: prefix 'ns' not found in prefix map
Spaceflight induces novel regulatory responses in Arabidopsis seedling as revealed by combined proteomic and transcriptomic analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7251690/,ERRO ao processar o XML para PMC7251690: prefix 'ns' not found in prefix map
Mitigation and use of biofilms in space for the benefit of human space exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10284894/,ERRO ao processar o XML para PMC10284894: prefix 'ns' not found in prefix map
Toward sustainable space exploration: A roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,ERRO ao processar o XML para PMC10030976: prefix 'ns' not found in prefix map
Longitudinal characterization of multispecies microbial populations recovered from spaceflight potable water,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/,ERRO ao processar o XML para PMC8421509: prefix 'ns' not found in prefix map
Designing a Novel Monitoring Approach for the Effects of Space Travel on Astronauts‚Äô Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9964234/,ERRO ao processar o XML para PMC9964234: prefix 'ns' not found in prefix map
"Draft genome sequence of Sphingomonas paucimobilis strain Sph5, isolated from tap water filtration membrane",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10793275/,ERRO ao processar o XML para PMC10793275: prefix 'ns' not found in prefix map
Overexpression of CupB5 activates alginate overproduction in Pseudomonas aeruginosa by a novel AlgW-dependent mechanism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4116675/,ERRO ao processar o XML para PMC4116675: prefix 'ns' not found in prefix map
Burn injury-associated MHCII(+) immune cell accumulation around lymphatic vessels of the mesentery and increased lymphatic endothelial permeability are blocked by doxycycline treatment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5810432/,ERRO ao processar o XML para PMC5810432: prefix 'ns' not found in prefix map
CubeSats for microbiology and astrobiology research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10261121/,ERRO ao processar o XML para PMC10261121: prefix 'ns' not found in prefix map
In situ resource utilisation: The potential for space biomining,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/,ERRO ao processar o XML para PMC8739323: prefix 'ns' not found in prefix map
The smallest space miners: Principles of space biomining,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/,ERRO ao processar o XML para PMC8739323: prefix 'ns' not found in prefix map
"Simulated micro-, lunar, and Martian gravities on Earth‚Äîeffects on Escherichia coli growth, phenotype, and sensitivity to antibiotics.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9502502/,ERRO ao processar o XML para PMC9502502: prefix 'ns' not found in prefix map
Biofilm formation of Pseudomonas aeruginosa in spaceflight is minimized on lubricant impregnated surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10432549/,ERRO ao processar o XML para PMC10432549: prefix 'ns' not found in prefix map
Competitive Growth Assay of Mutagenized Chlamydomonas reinhardtii Compatible With the International Space Station Veggie Plant Growth Chamber.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261848/,ERRO ao processar o XML para PMC7261848: prefix 'ns' not found in prefix map
Spatial Characterization of Microbial Communities on Multi-Species Leafy Greens Grown Simultaneously in the Vegetable Production Systems on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537831/,ERRO ao processar o XML para PMC8537831: prefix 'ns' not found in prefix map
Response of Arabidopsis thaliana and Mizuna mustard seeds to simulated space radiation exposures.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8879990/,ERRO ao processar o XML para PMC8879990: prefix 'ns' not found in prefix map
Editorial: Revisiting the limits of plant life - plant adaptations to extreme terrestrial environments relating to astrobiology and space biology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10472590/,ERRO ao processar o XML para PMC10472590: prefix 'ns' not found in prefix map
Metagenomic interrogation of urban Superfund site reveals antimicrobial resistance reservoir and bioremediation potential.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11999716/,ERRO ao processar o XML para PMC11999716: prefix 'ns' not found in prefix map
"In situ monitoring of barrier function on-chip via automated, non-invasive luminescence sensing.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11969330/,ERRO ao processar o XML para PMC11969330: prefix 'ns' not found in prefix map
37-day microgravity exposure in 16-week female C57BL/6J mice is associated with bone loss specific to weight-bearing skeletal sites.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11940681/,ERRO ao processar o XML para PMC11940681: prefix 'ns' not found in prefix map
Effects of Space Flight on Inflammasome Activation in the Brain of Mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11941215/,ERRO ao processar o XML para PMC11941215: prefix 'ns' not found in prefix map
Immunization induces inflammation in the mouse heart during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11892206/,ERRO ao processar o XML para PMC11892206: prefix 'ns' not found in prefix map
Analyzing the relationship between gene expression and phenotype in space-flown mice using a causal inference machine learning ensemble.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11748630/,ERRO ao processar o XML para PMC11748630: prefix 'ns' not found in prefix map
Sex-specific cardiovascular adaptations to simulated microgravity in Sprague-Dawley rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11659408/,ERRO ao processar o XML para PMC11659408: prefix 'ns' not found in prefix map
NASA open science data repository: Open science for life in space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11701653/,ERRO ao processar o XML para PMC11701653: prefix 'ns' not found in prefix map
Artificial gravity attenuates the transcriptomic response to spaceflight in the optic nerve and retina,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11593819/,ERRO ao processar o XML para PMC11593819: prefix 'ns' not found in prefix map
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,ERRO ao processar o XML para PMC11477029: prefix 'ns' not found in prefix map
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,ERRO ao processar o XML para PMC11487192: prefix 'ns' not found in prefix map
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,ERRO ao processar o XML para PMC11484870: prefix 'ns' not found in prefix map
Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,ERRO ao processar o XML para PMC11451251: prefix 'ns' not found in prefix map
Celebrating 30 years of access to NASA space life sciences data.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/,ERRO ao processar o XML para PMC11403809: prefix 'ns' not found in prefix map
Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,ERRO ao processar o XML para PMC11386075: prefix 'ns' not found in prefix map
Spaceflight alters host-gut microbiota interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,ERRO ao processar o XML para PMC11362537: prefix 'ns' not found in prefix map
Discoveries from human stem cell research in space that are relevant to advancing cellular therapies on Earth.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11339457/,ERRO ao processar o XML para PMC11339457: prefix 'ns' not found in prefix map
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/,ERRO ao processar o XML para PMC11324864: prefix 'ns' not found in prefix map
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/,ERRO ao processar o XML para PMC11353732: prefix 'ns' not found in prefix map
Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/,ERRO ao processar o XML para PMC11271499: prefix 'ns' not found in prefix map
